customer_id,ownership,activation_plan_code,mnp_flag,calls_incoming_cnt,calls_outgoing_cnt,calls_incoming_duration,calls_outgoing_duration,total_call_count,total_sum_duration,tot_usage_mb,upload_usage_mb,download_usage_mb,days_since_latch,cnt_open_qrc,avg_days_to_close,cnt_call_drops,pcnt_dropped_calls,rsrp_voice_pcnt_poor_duration,rsrp_data_pcnt_poor_duration,mean_cqi_voice_pcnt_poor_duration,sinr_voice_pcnt_poor_duration,sinr_data_pcnt_poor_duration,age_on_network,cnt_connections,current_plan_code,cnt_recharges_made,total_payment_made,cnt_main_plans_taken,total_main_plans_mrp,cnt_addon_plans_taken,total_addon_plans_mrp,cnt_rchg_offline,cnt_rchg_online,cnt_rchg_on_or_before_expiry,cnt_rchg_after_expiry,current_active_plan_mrp,current_active_plan_validity,last_cycle_plan_mrp,last_cycle_plan_validity,avg_days_bw_rchg_and_expiry,stddev_days_bw_rchg_and_expiry,price_per_day,gb_per_day_quota,pcnt_quota_used,device_avg_asp,recharge_delay
10010,corporate,5,0,9.0,18.0,14.753263966643715,23.440520603219337,27.0,38.193784569863055,3735.6226313029024,3590.156215544344,145.46641575855833,1,4,4,0.30292235220502084,1.1219346377963735,81.50552685304669,98.46725064480349,74.89785010375421,73.2337718706897,82.8141594534557,723,7,4,83,21622.776018892248,31,8075.976585369393,52,13546.799433522854,37,46,48.0,35.0,500,120,1500,365,-0.10385462478787803,1.6215084959993054,4.166666666666667,2.0,6.080114959802901,20K_to_30K,6.39352317697808
10011,individual,10,0,33.0,96.0,40.9527200982231,114.30152301592423,129.0,155.25424311414733,1651.2529904668172,274.45094335411153,1376.8020471127056,5,3,11,4.027069765304967,3.1217595079883464,34.90991323923863,42.174847640874546,61.17530418741028,42.49631159074187,48.055647474685934,355,8,10,46,11983.707191193293,18,4689.27672698868,28,7294.430464204613,18,28,17.0,29.0,1500,365,128,28,-0.00215776867653128,6.9512184929633705,4.109589041095891,3.0,1.7917241650030569,10K_to_20K,3.188862566459721
10012,individual,8,1,14.0,41.0,22.588510179139767,59.30792836647659,55.0,81.89643854561635,11473.947889618306,2153.429047178587,9320.51884243972,2,1,7,1.1535286435818835,2.0973248065125154,15.893168305709725,19.200619240459126,83.57745179177472,36.795146859415,41.608660612338014,354,3,3,46,11983.707191193293,35,9118.038080255767,11,2865.669110937526,18,28,19.0,27.0,99,15,128,28,-5.188162939649272,1.293593584341147,6.6,0.5,74.70018157303585,50K_above,-7.073353021901554
10013,individual,4,0,5.0,16.0,5.59704879200869,20.887430900747276,21.0,26.484479692755965,8233.293449286102,3337.8558843544006,4895.437564931701,1,3,13,1.0525889981945682,5.012328562831278,36.16867268577678,43.69556147108216,28.061225040232717,62.6513672125358,70.84737248652496,379,4,7,49,12765.253312358074,35,9118.038080255767,14,3647.2152321023077,20,29,18.0,31.0,999,180,99,15,1.7304144004676245,10.6317015310496,5.55,3.0,8.933695148964954,30K_to_50K,8.790932671562164
10014,corporate,10,0,349.0,57.0,404.74087268455827,96.73329413518172,406.0,501.47416681974,6231.647843586135,256.63382619304525,5975.01401739309,16,1,9,17.893345510986702,4.4072279583711085,55.02570816579308,66.47684405056296,91.89551381601953,74.9824815889444,84.79163407679015,633,8,7,74,19278.137655397906,48,12504.737938636481,26,6773.399716761425,32,42,73.0,1.0,128,28,1500,365,-0.003514821770842058,1.377709272514383,4.571428571428571,1.0,20.285311990840285,20K_to_30K,-15.57579936933169
10015,individual,4,0,31.0,40.0,47.706042378239296,67.286278175463,71.0,114.99232055370229,12106.249550613675,782.7356324711213,11323.513918142553,3,3,13,1.2915224707972122,1.8190457335172001,30.063092431176848,36.31937822959954,18.28928055038077,71.82095145256197,81.2165149187386,317,1,4,42,10941.64569630692,33,8597.00733281258,9,2344.6383634943395,16,26,3.0,39.0,99,15,99,15,1.3651430350677265,4.95691209849287,6.6,0.5,78.81672884514111,30K_to_50K,-0.44875613910475654
10016,corporate,7,1,175.0,24.0,334.8727931369063,34.65409038634462,199.0,369.52688352325094,11682.541125668839,110.93990146181044,11571.601224207028,8,5,4,8.964196268049967,4.504621240226115,33.08939647391775,39.975471873914316,4.300527916213126,22.364553544533262,25.290267809947274,336,6,3,44,11462.676443750106,12,3126.1844846591202,32,8336.491959090985,17,27,1.0,43.0,500,120,99,15,-1.1744402862562426,2.828824329263427,4.166666666666667,2.0,19.014552613393292,30K_to_50K,-11.911764063287556
10017,corporate,1,0,52.0,16.0,90.51763001810426,30.388766253222272,68.0,120.90639627132653,847.4763115554973,838.4688601197843,9.007451435713099,3,4,13,3.2678699524502206,4.805691106544442,45.62753845154592,55.12286636848894,7.738256952940247,18.47576215410053,20.892747621349493,319,1,8,43,11202.161070028513,27,7033.91509048302,16,4168.245979545492,17,26,43.0,0.0,300,90,99,15,3.1151903625333692,0.015070170981098936,3.3333333333333335,1.5,1.839141301118701,30K_to_50K,3.813665047033118
10018,individual,8,0,17.0,15.0,28.687295018546525,21.97101896204486,32.0,50.65831398059139,1469.1889409557207,462.79696038002976,1006.391980575691,2,4,10,0.9850987711135256,3.0784336597297677,27.754414305002225,33.53025218520156,99.04003587238569,30.91446399659032,34.958671190011394,433,8,4,54,14067.83018096604,23,5991.853595596646,31,8075.976585369394,22,32,12.0,42.0,1500,365,500,120,-2.928014441333694,3.3392991559412737,4.109589041095891,3.0,1.5941720279467455,less_10K,1.799904349986467
10019,individual,3,0,120.0,139.0,169.80832302986957,202.49454544437233,259.0,372.3028684742419,5716.553986550284,180.48946311518594,5536.064523435099,11,5,14,10.412070878468763,4.020104586281375,74.74298842997516,90.2973928252192,37.26090890053084,13.877002207460084,15.692381317921777,1005,3,7,111,28917.20648309686,32,8336.491959090987,79,20580.714524005874,51,60,71.0,40.0,999,180,2999,700,-4.964332694706611,2.7331061502988643,5.55,3.0,6.202858058322791,30K_to_50K,-6.825674831913374
10020,individual,5,0,48.0,10.0,64.69277402196656,14.749041527663543,58.0,79.44181554963009,11517.203066512358,422.7614162078434,11094.441650304516,2,4,6,1.3087852882972482,2.2565263591331863,70.25209169332206,84.87191713465357,39.121061581549654,63.95386548292563,72.32026261216772,858,5,8,96,25009.475877272962,65,16933.49929190357,31,8075.976585369393,43,53,91.0,5.0,500,120,1500,365,-1.0031455609334374,6.175166149878878,4.166666666666667,2.0,18.745447699401623,30K_to_50K,0.5268484001877054
10021,individual,1,0,82.0,71.0,124.51805186465538,79.22433591661313,153.0,203.74238778126852,30931.780198698114,723.7851374850733,30207.99506121304,6,7,6,6.414786243628231,4.192670747469432,18.498657101809616,22.34832379797166,93.04335064796344,24.57901758605067,27.794426390799565,475,7,5,58,15109.891675852414,37,9639.068827698953,21,5470.822848153461,24,34,29.0,29.0,500,120,999,180,4.172078381339275,4.99426481779467,4.166666666666667,2.0,50.344694333818545,20K_to_30K,-8.029450583059237
10022,individual,3,0,277.0,37.0,494.74800948341516,50.953050230327655,314.0,545.7010597137428,28553.74773770821,960.5156512603417,27593.232086447868,13,8,10,15.189837054071369,4.83752772422655,22.83102655768604,27.58228185662972,44.72366549859471,28.382841885134848,32.0958641563363,447,6,2,55,14328.345554687634,29,7554.945837926207,26,6773.399716761427,23,32,18.0,37.0,1500,365,500,120,0.1675146135786002,9.164382678081347,4.109589041095891,3.0,30.982799194561863,10K_to_20K,-21.06723850637195
10023,individual,1,1,97.0,121.0,114.34753559886147,228.07315873020482,218.0,342.4206943290663,18117.086455313736,1353.7808770705033,16763.30557824323,9,5,6,14.813916974295205,6.795374758851011,49.88548516982546,60.26691393101786,61.06056630766742,4.777349904336944,5.402319266598566,597,5,9,70,18236.076160511533,19,4949.792100710273,51,13286.284059801259,30,40,40.0,30.0,500,120,999,180,0.6235260370970568,0.24683249776559868,4.166666666666667,2.0,29.487445402528866,10K_to_20K,-5.6356305881770306
10024,individual,9,0,151.0,36.0,235.43123794844368,67.44314083263056,187.0,302.87437878107426,9430.939219969827,1321.054367337702,8109.884852632125,8,5,11,3.999562514130305,2.1388034834921417,44.78511131708646,54.1051257685372,95.3179015760075,24.646740695659776,27.871008987251855,906,1,1,101,26312.052745880927,80,20841.229897727466,21,5470.822848153461,46,55,68.0,33.0,2999,700,1500,365,-0.588142950462293,6.194987348596255,4.284285714285715,4.0,7.674917985001486,less_10K,2.894587745588109
10025,individual,1,1,52.0,8.0,59.42360830674827,10.508720245166863,60.0,69.93232855191513,1260.523552137105,1121.3608152806405,139.1627368564645,2,3,10,1.2406320861269375,2.067720143544896,24.497801963514586,29.59592188806249,29.522154479351805,17.46702764653448,19.75205121555352,588,2,5,70,18236.076160511533,46,11983.707191193293,24,6252.3689693182405,30,40,41.0,29.0,99,15,300,90,0.8210134765069612,0.2174904162352193,6.6,0.5,8.206533542559278,50K_above,-0.9093116502782737
10026,individual,7,0,98.0,51.0,166.63527975236357,60.65087835395115,149.0,227.28615810631473,2175.1461962685876,831.7965082574166,1343.349688011171,6,3,4,4.539388185753004,3.046569252183224,16.13527078136106,19.49310449970626,18.456841708750982,27.716163392623493,31.341971279146918,343,5,9,45,11723.1918174717,14,3647.215232102307,31,8075.9765853693925,18,27,39.0,6.0,1500,365,128,28,0.34886430051723316,9.906345544848376,4.109589041095891,3.0,2.360184674770603,20K_to_30K,-2.639727329671797
10027,individual,7,1,26.0,17.0,33.13816453376535,30.762759520830762,43.0,63.90092405459611,13001.586137709633,924.5095604198768,12077.076577289756,2,6,7,1.8460983100451462,4.2932518838259215,32.972812012386875,39.83462557995012,13.412014686720076,86.40795012145647,97.71177390725802,415,4,8,52,13546.799433522854,12,3126.1844846591202,40,10420.614948863735,21,31,35.0,17.0,128,28,500,120,-4.446981450594094,5.071111139464211,4.571428571428571,1.0,42.32287154202355,50K_above,3.365620629079741
10028,individual,10,0,25.0,41.0,44.6095204443205,44.807386528996695,66.0,89.4169069733172,1749.950408143653,31.66349031867948,1718.2869178249734,3,6,7,3.244523054871861,4.915944022533123,24.7006540665758,29.840988568165884,74.60924071747638,75.19212310859673,85.02870074416334,701,7,1,81,21101.74527144906,52,13546.799433522854,29,7554.945837926207,36,45,34.0,47.0,999,180,1500,365,1.3464204090320984,5.320554529632796,5.55,3.0,1.8988177171697622,less_10K,12.24008335962463
10029,individual,8,0,136.0,23.0,235.04550968433202,28.947161435426587,159.0,263.9926711197586,31620.072088789046,259.6425296075452,31360.4295591815,7,5,6,6.941446983170356,4.365689926522236,6.197561303600704,7.487306024884299,57.643261332990626,50.48768287614915,57.0924440096239,454,5,7,56,14588.860928409227,16,4168.245979545493,40,10420.614948863735,23,33,26.0,30.0,128,28,300,90,-2.3558980417966144,4.664774950536746,4.571428571428571,1.0,102.92992216402685,less_10K,-16.535794726206625
10030,corporate,1,0,44.0,2.0,64.51522679307412,2.951757972880194,46.0,67.46698476595431,4644.913416593085,2257.295511993222,2387.6179045998624,2,5,8,2.2633749509088696,4.92038032806276,42.2203247357466,51.006593768240336,32.28073557308151,68.52397196407959,77.48822702505946,290,6,10,40,10420.614948863733,23,5991.853595596646,17,4428.761353267087,15,25,14.0,26.0,2999,700,500,120,0.6300919794194804,0.08391815589822757,4.284285714285715,4.0,3.7800402153264034,less_10K,6.8001728993149495
10031,individual,1,1,40.0,9.0,60.86404368125477,13.465257922760667,49.0,74.32930160401544,5925.61117850176,243.8285579107237,5681.782620591036,2,6,5,1.8304629974368478,3.7356387702792815,43.845521552772475,52.970002490421265,14.616264959758475,13.419365098838464,15.174876463028763,334,3,1,44,11462.676443750106,20,5210.3074744318665,24,6252.36896931824,17,27,31.0,13.0,2999,700,99,15,-1.632939802253635,1.3973964029209072,4.284285714285715,4.0,4.8222747220880215,20K_to_30K,-1.2955928951993014
10032,individual,8,0,0.0,11.0,0.0,18.740307826062434,11.0,18.740307826062434,1411.0629088256296,376.51736370440545,1034.5455451212242,1,2,9,0.5198392920968653,4.725811746335139,38.17257716542048,46.11648888893794,82.91161254828287,59.20258737906086,66.94742583959328,631,8,6,74,19278.137655397906,55,14328.345554687634,19,4949.792100710272,32,42,52.0,22.0,300,90,1500,365,-1.0885619141818763,0.12433010046350089,3.3333333333333335,1.5,3.062202493111175,20K_to_30K,8.981644395092484
10033,individual,8,0,87.0,95.0,154.18985928302203,187.64483674409647,182.0,341.8346960271185,8516.206666807344,2158.643341504721,6357.563325302623,8,12,8,11.527879783272743,6.333999880919089,23.842452802016933,28.80419115964945,48.58747708929562,41.54051413352212,46.974813304800946,574,4,5,68,17715.045413068347,42,10941.64569630692,26,6773.399716761427,29,39,57.0,11.0,1500,365,999,180,0.3691168078994594,1.9475416673038906,4.109589041095891,3.0,9.240675636726719,less_10K,3.6533054232186997
10034,corporate,1,0,32.0,6.0,49.15296597551559,8.81302236001643,38.0,57.96598833553202,5581.2205230280215,1768.2967082090731,3812.9238148189484,1,8,9,2.4122826187435167,6.348112154588201,11.38262058003325,13.751403087911406,56.04838321060201,4.468502658114639,5.053068853270459,354,6,5,46,11983.707191193293,33,8597.00733281258,13,3386.6998583807126,18,28,34.0,12.0,500,120,300,90,0.8334926625261616,4.234932221076174,4.166666666666667,2.0,9.08401777836592,30K_to_50K,2.830420467498815
10035,corporate,10,1,21.0,156.0,33.43929788272673,184.5785377035146,177.0,218.01783558624132,6809.838949543691,3679.6766076655867,3130.1623418781046,7,2,10,3.577455749872903,2.0211614406061598,76.6731786994719,92.62926572264092,43.049405855214054,30.94833477226293,34.996972915372695,894,4,10,100,26051.537372159335,61,15891.437797017194,39,10160.099575142141,45,55,45.0,55.0,99,15,2999,700,-0.20919636958116872,0.4879206889066726,6.6,0.5,44.33488899442508,20K_to_30K,-1.9568314740427235
10036,individual,5,0,238.0,82.0,277.1135705163016,153.7267972473176,320.0,430.84036776361916,2200.271540356882,347.4188402219899,1852.852700134892,13,1,8,4.372106805452501,1.3662833767039066,6.022807800662653,7.276185409642055,18.26452078745795,9.700322134702024,10.96931106363802,296,8,2,40,10420.614948863733,28,7294.430464204614,12,3126.1844846591193,15,25,22.0,18.0,999,180,128,28,5.000768261336185,2.40930070498316,5.55,3.0,2.3874474179219636,less_10K,-15.25935028215033
10037,individual,10,0,151.0,4.0,281.9725837532585,7.753038506008057,155.0,289.7256222592666,16362.701867528363,5380.112448624095,10982.589418904268,6,0,,1.9592235917162992,1.2640152204621284,32.0439878462054,38.71250827689605,56.42942009025843,34.71377635004628,39.25500676054771,354,8,6,46,11983.707191193293,24,6252.3689693182405,22,5731.338221875052,18,28,4.0,42.0,1500,365,128,28,-1.3990273957217927,0.8677041924997414,4.109589041095891,3.0,17.754667825009076,20K_to_30K,-15.845968967624557
10038,individual,2,1,48.0,18.0,86.92996251362192,30.307042567233637,66.0,117.23700508085555,21287.421522321692,3098.3946912328183,18189.026831088875,3,4,14,1.7439868360718822,2.6424042970786092,80.93666705654948,97.78000816780636,71.74603139187765,22.621849545615518,25.58122308257731,520,5,7,63,16412.46854446038,45,11723.1918174717,18,4689.276726988679,27,36,0.0,63.0,1500,365,300,90,0.15486310590951888,0.1264966734684975,4.109589041095891,3.0,23.098330644880306,30K_to_50K,-4.504336626338502
10039,individual,4,0,130.0,29.0,178.20543540206214,40.92909692867839,159.0,219.1345323307405,8985.827879509268,6072.296797023528,2913.5310824857406,7,4,5,2.041349741690072,1.2838677620692276,11.846207246029074,14.311464548755682,27.87842439642857,13.782013051273303,15.584965750952328,1070,1,1,118,30740.814099148014,90,23446.3836349434,28,7294.430464204615,54,64,38.0,80.0,1500,365,2999,700,-0.20339570378758687,2.3989150777023616,4.109589041095891,3.0,9.750247265092522,30K_to_50K,-9.8947390269174
10040,individual,3,0,159.0,38.0,276.4974031355694,44.098184123808636,197.0,320.595587259378,8179.5053745230425,1137.1654378512765,7042.339936671766,8,6,8,7.568993833507481,3.842128849496183,10.870876397560318,13.133162281095512,58.80756572714383,57.50242461400707,65.02484904578014,493,1,4,60,15630.9224232956,40,10420.614948863733,20,5210.307474431867,25,35,20.0,40.0,1500,365,999,180,1.6187235247174843,2.535721655439802,4.109589041095891,3.0,8.875331352564066,less_10K,-3.0112706614533957
10041,individual,6,0,5.0,86.0,8.977665292438093,117.12341349578571,91.0,126.1010787882238,60470.48808442783,1980.32756596785,58490.16051845998,4,2,12,3.078315527962061,3.382764316441825,52.38866404224761,63.291017337943515,60.26901930730635,50.74668306596733,57.385326411693136,1014,8,8,112,29177.721856818454,87,22664.83751377862,25,6512.884343039834,51,61,106.0,6.0,1500,365,2999,700,2.1366509577803345,3.6740839178480753,4.109589041095891,3.0,65.6146789110545,50K_above,-14.043194949631847
10042,individual,8,0,4.0,101.0,5.121253880454847,170.76035988869035,105.0,175.8816137691452,3225.901122369191,14.533450851090905,3211.3676715181,4,3,10,2.6393377743405337,2.5136550231814607,80.51962048068086,97.27617203175325,24.274184339504636,84.23918732355907,95.2592951727347,984,3,2,109,28396.175735653673,23,5991.853595596646,86,22404.322140057026,50,59,67.0,42.0,128,28,2999,700,-1.3911677648703566,0.1650089894806855,4.571428571428571,1.0,10.500980216045544,10K_to_20K,8.299309802297635
10043,corporate,3,0,31.0,33.0,54.36058590308519,39.32159379460827,64.0,93.68217969769346,15865.537231656492,2016.4990711963017,13849.03816046019,3,4,7,2.586502720965025,4.041410501507851,18.99635533393576,22.949595619164832,7.085235438593484,45.00154323570264,50.888611660662264,544,4,1,65,16933.49929190357,42,10941.64569630692,23,5991.853595596649,28,37,41.0,24.0,999,180,300,90,-0.8889030884979205,7.405293156505635,5.55,3.0,17.21520966976616,50K_above,-0.7530104676389913
10044,corporate,2,0,24.0,162.0,43.42208139093108,166.63441306727094,186.0,210.05649445820202,57201.692312957806,2130.753708742035,55070.93860421577,8,7,4,5.580685615648394,3.000368610563653,82.36826204765012,99.50952551777344,65.11625655349562,21.38481066818729,24.182355699010706,337,8,1,44,11462.676443750106,29,7554.945837926207,15,3907.730605823899,17,27,17.0,27.0,1500,365,128,28,-2.4063696152990657,1.8437173068079673,4.109589041095891,3.0,62.06780849930317,10K_to_20K,-16.848783223952672
10045,corporate,5,0,161.0,10.0,270.0608188241324,10.604264047239877,171.0,280.6650828713723,42452.87276540517,390.58095965905915,42062.29180574611,7,0,,9.19073593869942,5.374699379356386,3.6734638520289824,4.437930773756382,23.220904692930166,85.5530320030045,96.74501603622905,626,4,10,73,19017.622281676315,22,5731.338221875053,51,13286.284059801263,32,41,44.0,29.0,300,90,999,180,-1.908644824339817,12.150638886505853,3.3333333333333335,1.5,92.12863013325774,less_10K,-16.871246057119585
10046,individual,1,0,4.0,11.0,5.171619802215884,15.839814845369066,15.0,21.01143464758495,3594.601394025217,197.5752134428644,3397.0261805823525,1,6,6,0.452625384695658,3.01750256463772,38.121464546785084,46.05473946868871,32.15962590864548,5.16990036183404,5.8462228830624685,372,7,6,48,12504.737938636481,32,8336.491959090987,16,4168.245979545494,19,29,38.0,10.0,1500,365,300,90,1.9196846833772214,0.9163789493514982,4.109589041095891,3.0,3.900392137614168,10K_to_20K,1.7455275096224998
10047,individual,7,0,138.0,31.0,235.17498504110208,41.1668196749967,169.0,276.34180471609875,1725.1190438307785,1540.9134247879667,184.20561904281186,7,7,11,3.8145401736587115,2.2571243631116635,73.59558245479623,88.9112057025595,49.00861729164576,11.609877176728466,13.12867267640263,471,6,2,58,15109.891675852414,40,10420.614948863733,18,4689.276726988681,24,34,13.0,45.0,300,90,500,120,0.2902261301717912,6.47574804294451,3.3333333333333335,1.5,3.7437479249799885,10K_to_20K,-5.283641028876837
10048,corporate,7,1,180.0,12.0,224.59745016290572,17.5089137221053,192.0,242.106363885011,11244.60635614447,4308.219077643814,6936.387278500656,8,3,14,2.848686422287772,1.483690844941548,43.11764262278475,52.090648171696394,60.885815580622435,86.03913867785218,97.29471482483311,663,2,10,77,20059.683776562688,25,6512.884343039834,52,13546.799433522854,34,43,28.0,49.0,1500,365,1500,365,-1.04492188087877,0.28035357948891304,4.109589041095891,3.0,12.20117877185815,less_10K,-6.587149086279788
10049,corporate,4,0,1.0,11.0,1.7900084787023225,13.820410496711528,12.0,15.61041897541385,13609.255824528116,1017.4672746976738,12591.788549830442,1,3,12,0.5056758800336266,4.213965666946888,1.5442116869675533,1.8655701656087764,98.28001176514378,13.609949016488809,15.39039242707645,486,4,2,59,15370.407049574007,38,9899.584201420546,21,5470.822848153461,25,34,39.0,20.0,2999,700,99,15,3.5306454211016933,2.0452325231557515,4.284285714285715,4.0,11.07524074261728,30K_to_50K,1.6447182776649543
10050,individual,6,0,46.0,28.0,46.464644387069214,30.26170717674681,74.0,76.72635156381602,7563.325686630119,895.6353009237137,6667.690385706405,3,2,11,1.3606312642730143,1.8386908976662355,16.07659320498488,19.422215814688858,47.379601052101314,75.85974055599873,85.78365540962399,300,2,6,41,10681.130322585326,14,3647.215232102307,27,7033.915090483019,16,25,25.0,16.0,500,120,128,28,-0.5977423955202895,1.1336425990221553,4.166666666666667,2.0,12.310100401416209,50K_above,1.5156005746714873
10051,corporate,6,0,93.0,109.0,168.26333160943204,166.7440933337926,202.0,335.00742494322463,2323.563522305473,752.257041902877,1571.306480402596,8,4,14,4.2450291137000065,2.101499561237627,58.17379860715347,70.28006847607757,33.008643400248836,23.68042859963112,26.77828466132719,427,7,1,53,13807.314807244447,33,8597.00733281258,20,5210.307474431867,22,31,24.0,29.0,999,180,99,15,0.14573511731201405,1.5987964676298403,5.55,3.0,2.521227780279376,less_10K,-4.395036381182776
10052,individual,3,0,72.0,10.0,74.73352703028598,12.710591907930295,82.0,87.44411893821628,7658.793506459335,250.85006120836536,7407.9434452509695,4,7,13,5.919176034358559,7.218507358973852,19.230063951671895,23.231940215034584,87.84515808203037,51.94457047393963,58.73992055968086,1109,2,7,122,31782.875594034387,95,24748.960503551367,27,7033.91509048302,56,66,31.0,91.0,500,120,2999,700,-3.30120170866591,3.247727975522462,4.166666666666667,2.0,12.465484222752824,50K_above,4.945126870413723
